pre,ACD_avg,ACD_max,ACD_sum,FOUT_avg,FOUT_max,FOUT_sum,MLOC_avg,MLOC_max,MLOC_sum,NBD_avg,NBD_max,NBD_sum,NOCU,NOF_avg,NOF_max,NOF_sum,NOI_avg,NOI_max,NOI_sum,NOM_avg,NOM_max,NOM_sum,NOT_avg,NOT_max,NOT_sum,NSF_avg,NSF_max,NSF_sum,NSM_avg,NSM_max,NSM_sum,PAR_avg,PAR_max,PAR_sum,TLOC_avg,TLOC_max,TLOC_sum,VG_avg,VG_max,VG_sum,post
9,0.0,0.0,0.0,0.2857142857142857,1.0,20.0,0.3285714285714285,1.0,23.0,0.3428571428571428,1.0,24.0,3.0,0.0,0.0,0.0,0.6666666666666666,1.0,2.0,7.833333333333333,26.0,47.0,0.3333333333333333,1.0,1.0,4.333333333333333,22.0,26.0,3.8333333333333335,23.0,23.0,0.6857142857142857,6.0,48.0,60.66666666666666,118.0,182.0,0.3428571428571428,1.0,24.0,0
21,0.3846153846153846,4.0,5.0,4.866197183098592,38.0,1382.0,10.69718309859155,97.0,3038.0,1.7852112676056338,7.0,507.0,13.0,3.590909090909091,22.0,79.0,0.0,0.0,0.0,9.818181818181818,67.0,216.0,1.0,1.0,13.0,8.590909090909092,76.0,189.0,3.090909090909091,37.0,68.0,1.1056338028169015,6.0,314.0,306.0,2039.0,3978.0,4.070422535211268,32.0,1156.0,1
0,0.0,0.0,0.0,0.5769230769230769,2.0,15.0,1.9615384615384612,7.0,51.0,1.0769230769230769,2.0,28.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333333333333333,7.0,10.0,1.0,1.0,3.0,2.0,4.0,6.0,5.333333333333333,11.0,16.0,1.1153846153846154,3.0,29.0,49.333333333333336,81.0,148.0,1.3846153846153846,3.0,36.0,0
0,0.2,3.0,3.0,5.129032258064516,42.0,477.0,11.086021505376344,73.0,1031.0,2.010752688172043,8.0,187.0,15.0,2.8666666666666667,11.0,43.0,0.1333333333333333,1.0,2.0,5.466666666666667,26.0,82.0,0.8666666666666667,1.0,13.0,1.2,8.0,18.0,0.7333333333333333,9.0,11.0,1.1720430107526882,5.0,109.0,94.26666666666668,667.0,1414.0,3.247311827956989,24.0,302.0,0
0,1.8333333333333333,5.0,11.0,4.1688311688311686,33.0,321.0,6.35064935064935,58.0,489.0,1.7142857142857142,7.0,132.0,6.0,1.8333333333333333,6.0,11.0,0.0,0.0,0.0,12.833333333333334,26.0,77.0,1.0,1.0,6.0,1.1666666666666667,2.0,7.0,0.0,0.0,0.0,1.077922077922078,5.0,83.0,131.83333333333334,263.0,791.0,1.7792207792207793,10.0,137.0,0
0,1.5,3.0,3.0,5.904761904761905,28.0,124.0,9.142857142857142,39.0,192.0,1.761904761904762,4.0,37.0,2.0,4.5,7.0,9.0,0.0,0.0,0.0,10.5,11.0,21.0,1.0,1.0,2.0,1.5,3.0,3.0,0.0,0.0,0.0,0.6190476190476191,4.0,13.0,148.5,193.0,297.0,2.4761904761904763,8.0,52.0,0
1,0.0,0.0,0.0,0.7222222222222222,2.0,13.0,6.888888888888889,53.0,124.0,1.1666666666666667,2.0,21.0,3.0,1.3333333333333333,2.0,4.0,0.0,0.0,0.0,4.0,6.0,12.0,1.0,1.0,3.0,94.33333333333331,283.0,283.0,2.0,6.0,6.0,0.7222222222222222,2.0,13.0,153.0,395.0,459.0,5.333333333333333,39.0,96.0,1
2,0.2222222222222222,2.0,2.0,3.2,34.0,272.0,9.047058823529412,59.0,769.0,1.2352941176470589,5.0,105.0,9.0,1.6666666666666667,7.0,15.0,0.2222222222222222,1.0,2.0,9.22222222222222,41.0,83.0,0.7777777777777778,1.0,7.0,4.888888888888889,44.0,44.0,0.2222222222222222,1.0,2.0,1.776470588235294,8.0,151.0,113.66666666666669,855.0,1023.0,4.023529411764706,26.0,342.0,0
52,1.4130434782608696,17.0,65.0,4.620571428571429,77.0,4043.0,11.660571428571428,169.0,10203.0,1.8137142857142856,7.0,1587.0,46.0,5.60377358490566,48.0,297.0,0.1739130434782608,1.0,8.0,16.18867924528302,219.0,858.0,0.8260869565217391,1.0,38.0,1.528301886792453,34.0,81.0,0.320754716981132,6.0,17.0,1.1668571428571428,11.0,1021.0,270.9347826086956,4183.0,12463.0,3.638857142857143,38.0,3184.0,1
3,0.2597402597402597,4.0,20.0,2.446315789473684,51.0,1162.0,6.991578947368421,170.0,3321.0,1.3810526315789473,6.0,656.0,77.0,2.389610389610389,15.0,184.0,0.0259740259740259,1.0,2.0,5.740259740259741,23.0,442.0,0.974025974025974,1.0,75.0,1.5714285714285714,27.0,121.0,0.4285714285714285,2.0,33.0,1.0042105263157894,10.0,477.0,65.48051948051948,471.0,5042.0,2.6378947368421053,27.0,1253.0,1
0,0.0,0.0,0.0,0.0,0.0,0.0,0.7183098591549296,9.0,51.0,0.5633802816901409,1.0,40.0,42.0,0.7380952380952381,8.0,31.0,0.4047619047619047,1.0,17.0,1.6904761904761905,5.0,71.0,0.5952380952380952,1.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,71.0,8.476190476190476,24.0,356.0,0.5633802816901409,1.0,40.0,0
6,0.0,0.0,0.0,4.136291600633914,120.0,5220.0,12.747226624405704,437.0,16087.0,1.5047543581616485,9.0,1899.0,77.0,5.253164556962025,21.0,415.0,0.0259740259740259,1.0,2.0,14.936708860759492,69.0,1180.0,0.974025974025974,1.0,75.0,0.6455696202531646,11.0,51.0,1.0379746835443038,16.0,82.0,1.6751188589540411,28.0,2114.0,255.5194805194805,2600.0,19675.0,4.303486529318542,150.0,5431.0,1
3,0.0,0.0,0.0,1.85,26.0,222.0,6.083333333333333,88.0,730.0,1.3583333333333334,5.0,163.0,21.0,0.238095238095238,4.0,5.0,0.2857142857142857,1.0,6.0,0.3809523809523809,4.0,8.0,0.7142857142857143,1.0,15.0,4.285714285714286,29.0,90.0,5.333333333333333,18.0,112.0,1.575,7.0,189.0,56.42857142857143,275.0,1185.0,2.716666666666667,18.0,326.0,1
0,9.0,9.0,9.0,20.5,29.0,41.0,39.5,60.0,79.0,3.0,3.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,2.0,2.0,1.5,2.0,3.0,104.0,104.0,104.0,2.5,4.0,5.0,1
1,0.0,0.0,0.0,0.3155555555555555,13.0,142.0,0.8266666666666667,25.0,372.0,0.2244444444444444,6.0,101.0,7.0,1.4285714285714286,4.0,10.0,0.0,0.0,0.0,7.571428571428571,15.0,53.0,1.0,1.0,7.0,55.42857142857143,385.0,388.0,56.71428571428572,373.0,397.0,1.9622222222222223,10.0,883.0,193.42857142857144,784.0,1354.0,0.3244444444444444,10.0,146.0,1
18,0.0,0.0,0.0,0.0053304904051172,3.0,5.0,0.0170575692963752,8.0,16.0,0.0042643923240938,2.0,4.0,64.0,10.578125,94.0,677.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,64.0,7.296875,220.0,467.0,14.65625,500.0,938.0,2.2803837953091683,17.0,2139.0,37.34375,736.0,2390.0,0.0042643923240938,2.0,4.0,1
2,0.0,0.0,0.0,2.689373297002725,50.0,987.0,12.610354223433244,120.0,4628.0,1.8474114441416891,7.0,678.0,35.0,3.27027027027027,28.0,121.0,0.0,0.0,0.0,9.243243243243244,51.0,342.0,1.0,1.0,35.0,4.054054054054054,67.0,150.0,0.6756756756756757,7.0,25.0,0.8610354223433242,8.0,316.0,169.17142857142858,1746.0,5921.0,3.5395095367847413,31.0,1299.0,0
1,0.0,0.0,0.0,0.0132743362831858,6.0,6.0,0.0398230088495575,17.0,18.0,0.0066371681415929,2.0,3.0,32.0,6.5,26.0,208.0,0.0,0.0,0.0,0.03125,1.0,1.0,1.0,1.0,32.0,14.65625,446.0,469.0,14.09375,399.0,451.0,2.7876106194690267,12.0,1260.0,41.1875,921.0,1318.0,0.0088495575221238,3.0,4.0,1
1,0.0,0.0,0.0,1.0174563591022443,16.0,408.0,2.174563591022444,44.0,872.0,0.7930174563591023,4.0,318.0,50.0,3.56,31.0,178.0,0.0,0.0,0.0,4.34,83.0,217.0,1.0,1.0,50.0,4.86,221.0,243.0,3.68,103.0,184.0,2.084788029925187,11.0,836.0,45.94,923.0,2297.0,1.0423940149625934,16.0,418.0,1
1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,9.20689655172414,23.0,267.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,29.0,17.482758620689655,479.0,507.0,10.20689655172414,296.0,296.0,2.256756756756757,12.0,668.0,40.03448275862069,782.0,1161.0,0.0,0.0,0.0,1
11,0.0,0.0,0.0,0.3619834710743801,3.0,219.0,0.7223140495867768,13.0,437.0,0.2644628099173554,3.0,160.0,66.0,7.4393939393939394,20.0,491.0,0.0,0.0,0.0,0.1363636363636363,8.0,9.0,1.0,1.0,66.0,16.954545454545453,1049.0,1119.0,9.030303030303031,596.0,596.0,2.9173553719008263,12.0,1765.0,45.60606060606061,2166.0,3010.0,0.5338842975206611,10.0,323.0,1
1,0.0,0.0,0.0,3.915254237288136,26.0,231.0,14.271186440677964,164.0,842.0,1.9322033898305084,10.0,114.0,8.0,6.25,12.0,50.0,0.0,0.0,0.0,7.375,15.0,59.0,1.0,1.0,8.0,2.125,17.0,17.0,0.0,0.0,0.0,1.5932203389830508,7.0,94.0,134.25,490.0,1074.0,4.372881355932203,31.0,258.0,0
7,1.0,5.0,15.0,4.876712328767123,40.0,1068.0,10.99543378995434,70.0,2408.0,1.7808219178082192,8.0,390.0,15.0,6.466666666666667,24.0,97.0,0.0666666666666666,1.0,1.0,13.933333333333334,62.0,209.0,0.9333333333333332,1.0,14.0,12.8,180.0,192.0,0.6666666666666666,6.0,10.0,1.1141552511415524,8.0,244.0,215.53333333333333,913.0,3233.0,3.6118721461187215,28.0,791.0,1
1,0.0,0.0,0.0,1.0427807486631016,16.0,195.0,3.021390374331551,62.0,565.0,1.1336898395721926,4.0,212.0,13.0,3.5384615384615383,10.0,46.0,0.0,0.0,0.0,13.461538461538462,20.0,175.0,1.0,1.0,13.0,0.7692307692307693,3.0,10.0,0.9230769230769232,2.0,12.0,0.5401069518716578,4.0,101.0,83.61538461538461,228.0,1087.0,1.5080213903743316,14.0,282.0,1
1,0.1666666666666666,1.0,1.0,5.516129032258065,29.0,513.0,11.924731182795698,76.0,1109.0,1.978494623655914,6.0,184.0,6.0,2.5,4.0,15.0,0.0,0.0,0.0,6.833333333333333,8.0,41.0,1.0,1.0,6.0,1.3333333333333333,8.0,8.0,8.666666666666666,27.0,52.0,0.5591397849462365,2.0,52.0,228.0,689.0,1368.0,4.010752688172043,23.0,373.0,0
149,0.0743801652892562,2.0,18.0,3.544174940304135,68.0,28201.0,7.564408696745004,196.0,60190.0,1.4592182983536508,10.0,11611.0,242.0,4.107438016528926,62.0,994.0,0.0041322314049586,1.0,1.0,31.6900826446281,216.0,7669.0,0.9958677685950412,1.0,241.0,1.322314049586777,25.0,320.0,1.165289256198347,20.0,282.0,0.8871433957521679,7.0,7059.0,328.40495867768595,2065.0,79474.0,2.9225838884001507,75.0,23255.0,1
2,0.0,0.0,0.0,0.1333333333333333,1.0,4.0,0.4666666666666667,3.0,14.0,0.1666666666666666,1.0,5.0,8.0,0.0,0.0,0.0,0.875,1.0,7.0,3.125,12.0,25.0,0.125,1.0,1.0,1.0,3.0,8.0,0.625,5.0,5.0,1.0666666666666669,3.0,32.0,14.625,63.0,117.0,0.3,2.0,9.0,0
0,0.0,0.0,0.0,3.0526315789473686,13.0,58.0,7.157894736842105,29.0,136.0,1.6842105263157894,5.0,32.0,3.0,1.0,3.0,3.0,0.0,0.0,0.0,3.6666666666666665,5.0,11.0,1.0,1.0,3.0,3.6666666666666665,6.0,11.0,2.6666666666666665,6.0,8.0,0.4210526315789473,3.0,8.0,72.33333333333333,132.0,217.0,2.736842105263158,15.0,52.0,0
0,0.0,0.0,0.0,3.45,15.0,207.0,5.55,27.0,333.0,1.45,5.0,87.0,10.0,2.3,5.0,23.0,0.0,0.0,0.0,6.0,10.0,60.0,1.0,1.0,10.0,1.0,9.0,10.0,0.0,0.0,0.0,0.8666666666666667,4.0,52.0,55.6,121.0,556.0,2.15,9.0,129.0,1
1,0.1538461538461538,2.0,2.0,4.406779661016949,23.0,260.0,7.4576271186440675,37.0,440.0,1.6271186440677967,6.0,96.0,13.0,0.8461538461538461,5.0,11.0,0.0,0.0,0.0,4.076923076923077,12.0,53.0,1.0,1.0,13.0,0.5384615384615384,2.0,7.0,0.4615384615384615,1.0,6.0,0.4745762711864407,2.0,28.0,51.76923076923077,137.0,673.0,2.6440677966101696,9.0,156.0,0
2,0.0,0.0,0.0,4.358974358974359,42.0,510.0,8.290598290598291,50.0,970.0,1.7777777777777777,5.0,208.0,17.0,2.7777777777777777,9.0,50.0,0.1176470588235294,1.0,2.0,6.166666666666667,16.0,111.0,0.8823529411764706,1.0,15.0,0.9444444444444444,8.0,17.0,0.3333333333333333,6.0,6.0,0.8888888888888888,4.0,104.0,84.70588235294117,247.0,1440.0,2.700854700854701,13.0,316.0,1
0,0.0,0.0,0.0,3.6979166666666665,24.0,355.0,6.6875,48.0,642.0,1.53125,5.0,147.0,13.0,2.7142857142857144,9.0,38.0,0.0769230769230769,1.0,1.0,6.5,13.0,91.0,0.9230769230769232,1.0,12.0,0.0714285714285714,1.0,1.0,0.3571428571428571,4.0,5.0,0.90625,5.0,87.0,74.76923076923077,171.0,972.0,2.5104166666666665,11.0,241.0,1
0,0.0,0.0,0.0,4.038461538461538,29.0,315.0,8.256410256410257,30.0,644.0,1.807692307692308,4.0,141.0,11.0,1.5454545454545454,6.0,17.0,0.0,0.0,0.0,2.727272727272727,7.0,30.0,1.0,1.0,11.0,1.4545454545454546,9.0,16.0,4.363636363636363,21.0,48.0,1.5128205128205128,7.0,118.0,87.54545454545455,259.0,963.0,2.858974358974359,10.0,223.0,0
0,2.0,3.0,4.0,3.6666666666666665,16.0,66.0,12.444444444444445,43.0,224.0,1.8333333333333333,4.0,33.0,2.0,3.5,5.0,7.0,0.0,0.0,0.0,8.5,10.0,17.0,1.0,1.0,2.0,2.0,4.0,4.0,0.5,1.0,1.0,1.2222222222222223,3.0,22.0,148.5,185.0,297.0,2.7777777777777777,7.0,50.0,0
0,2.0,2.0,2.0,7.6923076923076925,28.0,300.0,18.307692307692307,78.0,714.0,2.3076923076923075,5.0,90.0,1.0,10.5,20.0,21.0,0.0,0.0,0.0,14.5,26.0,29.0,1.0,1.0,1.0,19.5,38.0,39.0,4.5,9.0,9.0,0.9230769230769232,3.0,36.0,865.0,865.0,865.0,6.0256410256410255,24.0,235.0,0
0,0.25,2.0,2.0,3.345679012345679,18.0,271.0,5.839506172839506,29.0,473.0,1.4938271604938271,4.0,121.0,8.0,2.375,8.0,19.0,0.0,0.0,0.0,7.875,22.0,63.0,1.0,1.0,8.0,1.375,2.0,11.0,2.25,9.0,18.0,1.1358024691358024,5.0,92.0,105.75,255.0,846.0,2.08641975308642,8.0,169.0,0
0,1.5,3.0,3.0,6.095238095238095,27.0,128.0,9.523809523809524,43.0,200.0,1.809523809523809,4.0,38.0,2.0,4.5,7.0,9.0,0.0,0.0,0.0,10.5,11.0,21.0,1.0,1.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.6190476190476191,4.0,13.0,155.0,206.0,310.0,2.7142857142857144,10.0,57.0,0
6,0.0,0.0,0.0,2.7222222222222223,26.0,49.0,5.388888888888889,40.0,97.0,1.2222222222222223,3.0,22.0,2.0,5.5,7.0,11.0,0.0,0.0,0.0,8.5,12.0,17.0,1.0,1.0,2.0,4.5,9.0,9.0,0.5,1.0,1.0,0.6666666666666666,2.0,12.0,87.0,118.0,174.0,1.9444444444444444,9.0,35.0,1
4,0.0,0.0,0.0,4.490196078431373,28.0,229.0,5.823529411764706,27.0,297.0,1.4901960784313726,4.0,76.0,6.0,2.5,8.0,15.0,0.1666666666666666,1.0,1.0,7.333333333333333,27.0,44.0,0.8333333333333334,1.0,5.0,2.1666666666666665,11.0,13.0,1.1666666666666667,5.0,7.0,0.9215686274509804,3.0,47.0,76.5,311.0,459.0,2.019607843137255,5.0,103.0,1
11,0.0,0.0,0.0,6.452830188679245,34.0,342.0,9.62264150943396,57.0,510.0,1.7735849056603774,6.0,94.0,3.0,4.75,12.0,19.0,0.0,0.0,0.0,11.5,34.0,46.0,1.0,1.0,3.0,0.75,2.0,3.0,1.75,6.0,7.0,1.1886792452830188,5.0,63.0,222.66666666666663,480.0,668.0,3.1132075471698117,19.0,165.0,1
11,0.4230769230769231,5.0,11.0,2.329923273657289,87.0,911.0,4.337595907928389,107.0,1696.0,1.1227621483375958,7.0,439.0,26.0,2.2333333333333334,15.0,67.0,0.3461538461538461,1.0,9.0,12.466666666666669,39.0,374.0,0.6538461538461539,1.0,17.0,0.7666666666666667,9.0,23.0,0.5666666666666667,16.0,17.0,0.782608695652174,4.0,306.0,101.8076923076923,462.0,2647.0,1.8184143222506397,38.0,711.0,1
6,0.4,2.0,6.0,2.514423076923077,33.0,523.0,4.735576923076923,59.0,985.0,1.0576923076923077,5.0,220.0,15.0,7.777777777777778,56.0,140.0,0.3333333333333333,1.0,5.0,10.72222222222222,30.0,193.0,0.6666666666666666,1.0,10.0,1.9444444444444444,14.0,35.0,0.8333333333333334,5.0,15.0,1.0576923076923077,7.0,220.0,112.2,280.0,1683.0,1.4134615384615383,9.0,294.0,1
1,1.0,3.0,4.0,1.7692307692307692,14.0,46.0,6.346153846153846,43.0,165.0,1.5384615384615383,6.0,40.0,4.0,1.6666666666666667,5.0,10.0,0.5,1.0,2.0,3.0,9.0,18.0,0.5,1.0,2.0,0.5,3.0,3.0,1.3333333333333333,8.0,8.0,1.3076923076923077,4.0,34.0,65.25,158.0,261.0,2.4615384615384617,13.0,64.0,0
15,1.2916666666666667,8.0,31.0,2.4469525959367946,32.0,1084.0,4.652370203160271,64.0,2061.0,1.237020316027088,5.0,548.0,24.0,4.0,24.0,104.0,0.1666666666666666,1.0,4.0,16.0,54.0,416.0,0.8333333333333334,1.0,20.0,1.3846153846153846,8.0,36.0,1.0384615384615383,25.0,27.0,0.979683972911964,6.0,434.0,134.375,588.0,3225.0,1.6343115124153498,17.0,724.0,1
3,0.1818181818181818,1.0,2.0,2.790322580645161,17.0,346.0,6.104838709677419,70.0,757.0,1.596774193548387,7.0,198.0,11.0,0.7272727272727273,3.0,8.0,0.0,0.0,0.0,5.090909090909091,20.0,56.0,1.0,1.0,11.0,1.7272727272727273,10.0,19.0,6.181818181818182,36.0,68.0,0.967741935483871,4.0,120.0,100.45454545454544,349.0,1105.0,2.225806451612903,28.0,276.0,1
13,0.1486486486486486,4.0,11.0,2.0673076923076925,35.0,1720.0,4.778846153846154,84.0,3976.0,1.1814903846153846,6.0,983.0,74.0,2.104761904761905,37.0,221.0,0.5,1.0,37.0,7.79047619047619,116.0,818.0,0.5,1.0,37.0,0.3619047619047619,12.0,38.0,0.1333333333333333,5.0,14.0,0.9074519230769232,7.0,755.0,82.74324324324324,1894.0,6123.0,2.0216346153846154,27.0,1682.0,0
4,0.5789473684210527,4.0,11.0,2.8,25.0,546.0,6.030769230769231,72.0,1176.0,1.3897435897435897,6.0,271.0,19.0,3.44,23.0,86.0,0.4736842105263157,1.0,9.0,7.72,48.0,193.0,0.5263157894736842,1.0,10.0,0.6,5.0,15.0,0.08,1.0,2.0,0.953846153846154,8.0,186.0,95.78947368421052,728.0,1820.0,2.1794871794871797,20.0,425.0,0
0,0.0,0.0,0.0,2.523809523809524,13.0,106.0,4.4523809523809526,20.0,187.0,1.5,6.0,63.0,3.0,1.4285714285714286,5.0,10.0,0.6666666666666666,1.0,2.0,6.0,22.0,42.0,0.3333333333333333,1.0,1.0,0.1428571428571428,1.0,1.0,0.0,0.0,0.0,1.3571428571428572,4.0,57.0,104.66666666666669,300.0,314.0,1.9047619047619049,9.0,80.0,0
0,0.3333333333333333,1.0,1.0,1.8064516129032255,11.0,56.0,3.806451612903226,24.0,118.0,1.1290322580645162,3.0,35.0,3.0,1.25,3.0,5.0,0.6666666666666666,1.0,2.0,7.75,14.0,31.0,0.3333333333333333,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8709677419354839,2.0,27.0,74.33333333333333,208.0,223.0,1.5806451612903225,6.0,49.0,0
1,0.0,0.0,0.0,3.3448275862068964,17.0,97.0,5.379310344827586,20.0,156.0,1.3103448275862069,3.0,38.0,4.0,2.0,9.0,10.0,0.75,1.0,3.0,5.8,14.0,29.0,0.25,1.0,1.0,0.2,1.0,1.0,0.0,0.0,0.0,1.2413793103448276,3.0,36.0,65.75,238.0,263.0,2.0,6.0,58.0,0
1,0.0,0.0,0.0,2.1724137931034484,21.0,126.0,4.327586206896552,37.0,251.0,1.2758620689655171,4.0,74.0,8.0,1.9,8.0,19.0,0.375,1.0,3.0,5.8,16.0,58.0,0.625,1.0,5.0,0.2,2.0,2.0,0.0,0.0,0.0,0.6724137931034483,4.0,39.0,55.5,205.0,444.0,1.793103448275862,8.0,104.0,0
0,0.0,0.0,0.0,3.3174603174603177,48.0,418.0,6.404761904761905,84.0,807.0,1.4285714285714286,5.0,180.0,24.0,2.1666666666666665,8.0,52.0,0.3333333333333333,1.0,8.0,5.25,17.0,126.0,0.6666666666666666,1.0,16.0,0.6666666666666666,8.0,16.0,0.0,0.0,0.0,1.1666666666666667,5.0,147.0,51.79166666666666,297.0,1243.0,2.531746031746032,22.0,319.0,1
8,0.7727272727272727,4.0,17.0,2.765765765765766,31.0,614.0,5.684684684684685,60.0,1262.0,1.3288288288288288,5.0,295.0,22.0,2.206896551724138,13.0,64.0,0.4090909090909091,1.0,9.0,7.551724137931035,27.0,219.0,0.5909090909090909,1.0,13.0,0.2758620689655172,4.0,8.0,0.1034482758620689,2.0,3.0,1.054054054054054,6.0,234.0,91.04545454545456,437.0,2003.0,2.175675675675676,15.0,483.0,0
7,0.5714285714285714,4.0,4.0,1.568181818181818,30.0,69.0,6.2727272727272725,157.0,276.0,1.4090909090909092,6.0,62.0,7.0,1.375,4.0,11.0,0.2857142857142857,1.0,2.0,4.125,13.0,33.0,0.7142857142857143,1.0,5.0,1.375,9.0,11.0,1.375,6.0,11.0,0.8409090909090909,4.0,37.0,60.142857142857146,256.0,421.0,1.5,5.0,66.0,0
6,0.5357142857142857,5.0,30.0,2.1026490066225167,29.0,1270.0,4.642384105960265,72.0,2804.0,1.354304635761589,6.0,818.0,56.0,1.5833333333333333,9.0,95.0,0.4107142857142857,1.0,23.0,10.016666666666667,72.0,601.0,0.5892857142857143,1.0,33.0,0.3833333333333333,8.0,23.0,0.0333333333333333,2.0,2.0,0.98841059602649,4.0,597.0,78.60714285714286,695.0,4402.0,1.869205298013245,23.0,1129.0,0
3,1.0,2.0,3.0,2.4745762711864407,34.0,146.0,5.6440677966101696,74.0,333.0,1.5423728813559323,4.0,91.0,3.0,2.2857142857142856,10.0,16.0,0.0,0.0,0.0,8.0,25.0,56.0,1.0,1.0,3.0,0.7142857142857143,4.0,5.0,0.4285714285714285,3.0,3.0,0.576271186440678,4.0,34.0,171.66666666666666,242.0,515.0,2.440677966101695,24.0,144.0,0
3,0.3333333333333333,2.0,3.0,2.0232558139534884,16.0,348.0,3.645348837209302,24.0,627.0,1.0174418604651163,3.0,175.0,9.0,5.2,25.0,52.0,0.4444444444444444,1.0,4.0,17.0,49.0,170.0,0.5555555555555556,1.0,5.0,0.4,3.0,4.0,0.1,1.0,1.0,0.6337209302325582,4.0,109.0,120.0,573.0,1080.0,1.4593023255813953,7.0,251.0,1
18,0.0,0.0,0.0,0.2522796352583586,12.0,83.0,0.6595744680851063,28.0,217.0,0.1641337386018237,3.0,54.0,81.0,0.0493827160493827,2.0,4.0,0.9382716049382716,1.0,76.0,4.024691358024692,43.0,326.0,0.0617283950617283,1.0,5.0,2.0123456790123457,84.0,163.0,0.037037037037037,2.0,3.0,0.8389057750759878,4.0,276.0,14.123456790123456,228.0,1144.0,0.2370820668693009,9.0,78.0,0
31,1.022222222222222,10.0,46.0,4.829516539440204,36.0,1898.0,7.997455470737913,64.0,3143.0,1.6513994910941476,7.0,649.0,45.0,2.207547169811321,19.0,117.0,0.0,0.0,0.0,7.188679245283019,26.0,381.0,1.0,1.0,45.0,0.9622641509433962,6.0,51.0,0.1132075471698113,2.0,6.0,0.9440203562340967,4.0,371.0,106.4,419.0,4788.0,2.4020356234096694,13.0,944.0,1
11,1.5,6.0,57.0,3.94327731092437,34.0,1877.0,6.718487394957983,50.0,3198.0,1.403361344537815,5.0,668.0,38.0,4.130434782608695,17.0,190.0,0.131578947368421,1.0,5.0,10.173913043478262,37.0,468.0,0.868421052631579,1.0,33.0,1.1956521739130437,8.0,55.0,0.0434782608695652,1.0,2.0,0.7415966386554622,6.0,353.0,131.89473684210526,517.0,5012.0,1.9327731092436973,11.0,920.0,1
4,0.4285714285714285,3.0,6.0,3.7522935779816513,42.0,409.0,7.110091743119266,66.0,775.0,1.6605504587155964,5.0,181.0,14.0,1.05,4.0,21.0,0.4285714285714285,1.0,6.0,5.3,20.0,106.0,0.5714285714285714,1.0,8.0,1.6,8.0,32.0,0.15,2.0,3.0,0.981651376146789,4.0,107.0,90.42857142857144,377.0,1266.0,2.440366972477064,17.0,266.0,0
4,1.25,5.0,5.0,3.275,9.0,131.0,4.65,21.0,186.0,1.275,3.0,51.0,4.0,1.5,3.0,6.0,0.25,1.0,1.0,3.5,6.0,14.0,0.75,1.0,3.0,1.5,6.0,6.0,6.5,26.0,26.0,1.35,2.0,54.0,78.0,204.0,312.0,1.725,6.0,69.0,0
179,0.7978723404255319,12.0,150.0,4.179521876409562,249.0,9266.0,7.377537212449256,219.0,16356.0,1.5651781686964366,9.0,3470.0,188.0,2.968325791855204,63.0,656.0,0.0691489361702127,1.0,13.0,9.746606334841628,133.0,2154.0,0.9308510638297872,1.0,175.0,2.8461538461538463,139.0,629.0,0.2352941176470588,20.0,52.0,0.8570139828597203,8.0,1900.0,127.73936170212764,1667.0,24015.0,2.407758231844835,32.0,5338.0,1
61,1.380952380952381,9.0,145.0,5.036931818181818,73.0,5319.0,8.508522727272727,112.0,8985.0,1.5473484848484849,9.0,1634.0,105.0,3.796747967479675,20.0,467.0,0.019047619047619,1.0,2.0,8.398373983739837,52.0,1033.0,0.9809523809523808,1.0,103.0,1.2845528455284554,15.0,158.0,0.089430894308943,4.0,11.0,0.8465909090909091,9.0,894.0,128.23809523809524,553.0,13465.0,2.1107954545454546,15.0,2229.0,1
0,0.0,0.0,0.0,4.0,7.0,16.0,11.75,25.0,47.0,2.25,3.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,0.5,1.0,2.0,63.0,63.0,63.0,4.0,7.0,16.0,0
1,0.5333333333333333,6.0,16.0,3.436482084690554,69.0,1055.0,6.50814332247557,98.0,1998.0,1.4560260586319218,6.0,447.0,30.0,3.083333333333333,15.0,111.0,0.0333333333333333,1.0,1.0,7.944444444444445,43.0,286.0,0.9666666666666668,1.0,29.0,0.5555555555555556,8.0,20.0,0.5277777777777778,6.0,19.0,1.1237785016286646,9.0,345.0,100.8,470.0,3024.0,2.2866449511400653,20.0,702.0,0
